Total_Error_mm,Percent_Error,Estimate_Type,Fishery
7.30,6.08,Algorithm,Lobster
-6.90,-5.75,Algorithm,Lobster
61.10,50.92,Algorithm,Lobster
2.70,2.27,Algorithm,Lobster
-0.40,-0.34,Algorithm,Lobster
-16.00,-13.45,Algorithm,Lobster
-22.20,-18.66,Algorithm,Lobster
6.30,5.29,Algorithm,Lobster
11.50,9.66,Algorithm,Lobster
8.30,6.97,Algorithm,Lobster
24.30,20.42,Algorithm,Lobster
177.00,150.00,Algorithm,Lobster
27.40,23.22,Algorithm,Lobster
14.10,11.95,Algorithm,Lobster
48.90,41.79,Algorithm,Lobster
14.20,12.14,Algorithm,Lobster
0.00,0.00,Algorithm,Lobster
1.10,0.94,Algorithm,Lobster
67.00,57.26,Algorithm,Lobster
139.50,119.23,Algorithm,Lobster
-0.40,-0.34,Algorithm,Lobster
17.70,15.13,Algorithm,Lobster
164.40,140.51,Algorithm,Lobster
11.90,10.17,Algorithm,Lobster
-19.10,-16.32,Algorithm,Lobster
-14.30,-12.22,Algorithm,Lobster
41.30,35.60,Algorithm,Lobster
29.40,25.34,Algorithm,Lobster
-11.80,-10.17,Algorithm,Lobster
-30.30,-26.12,Algorithm,Lobster
-7.20,-6.21,Algorithm,Lobster
24.60,21.21,Algorithm,Lobster
-20.40,-17.59,Algorithm,Lobster
-20.10,-17.33,Algorithm,Lobster
18.50,15.95,Algorithm,Lobster
-30.40,-26.21,Algorithm,Lobster
-8.90,-7.67,Algorithm,Lobster
-9.90,-8.53,Algorithm,Lobster
9.80,8.45,Algorithm,Lobster
2.10,1.81,Algorithm,Lobster
12.90,11.12,Algorithm,Lobster
30.40,26.43,Algorithm,Lobster
6.60,5.74,Algorithm,Lobster
-4.10,-3.57,Algorithm,Lobster
-82.80,-72.00,Algorithm,Lobster
80.20,69.74,Algorithm,Lobster
-11.30,-9.83,Algorithm,Lobster
-12.60,-10.96,Algorithm,Lobster
-7.70,-6.70,Algorithm,Lobster
-4.90,-4.26,Algorithm,Lobster
-15.30,-13.30,Algorithm,Lobster
19.00,16.67,Algorithm,Lobster
19.80,17.37,Algorithm,Lobster
20.70,18.16,Algorithm,Lobster
-18.70,-16.40,Algorithm,Lobster
-5.20,-4.56,Algorithm,Lobster
16.50,14.47,Algorithm,Lobster
-9.90,-8.68,Algorithm,Lobster
53.60,47.02,Algorithm,Lobster
17.70,15.59,Algorithm,Lobster
27.10,23.98,Algorithm,Lobster
0.60,0.53,Algorithm,Lobster
-44.00,-38.94,Algorithm,Lobster
39.60,35.04,Algorithm,Lobster
54.10,47.88,Algorithm,Lobster
25.40,22.48,Algorithm,Lobster
38.90,34.42,Algorithm,Lobster
63.10,55.84,Algorithm,Lobster
3.60,3.19,Algorithm,Lobster
-15.10,-13.48,Algorithm,Lobster
-21.70,-19.38,Algorithm,Lobster
-17.10,-15.27,Algorithm,Lobster
5.10,4.55,Algorithm,Lobster
84.70,75.63,Algorithm,Lobster
21.30,19.02,Algorithm,Lobster
51.00,45.54,Algorithm,Lobster
-15.40,-13.75,Algorithm,Lobster
10.70,9.55,Algorithm,Lobster
6.40,5.71,Algorithm,Lobster
-9.40,-8.39,Algorithm,Lobster
6.50,5.80,Algorithm,Lobster
-32.10,-28.66,Algorithm,Lobster
-23.40,-20.89,Algorithm,Lobster
-2.30,-2.05,Algorithm,Lobster
76.10,67.95,Algorithm,Lobster
-6.70,-5.98,Algorithm,Lobster
16.90,15.09,Algorithm,Lobster
10.90,9.73,Algorithm,Lobster
27.70,24.73,Algorithm,Lobster
7.10,6.40,Algorithm,Lobster
27.30,24.59,Algorithm,Lobster
17.90,16.13,Algorithm,Lobster
7.40,6.67,Algorithm,Lobster
-2.20,-1.98,Algorithm,Lobster
-17.50,-15.77,Algorithm,Lobster
1.20,1.08,Algorithm,Lobster
18.70,16.85,Algorithm,Lobster
106.30,95.77,Algorithm,Lobster
12.50,11.26,Algorithm,Lobster
29.90,26.94,Algorithm,Lobster
-15.60,-14.05,Algorithm,Lobster
49.00,44.14,Algorithm,Lobster
-3.10,-2.82,Algorithm,Lobster
4.50,4.09,Algorithm,Lobster
34.20,31.09,Algorithm,Lobster
56.90,51.73,Algorithm,Lobster
18.30,16.64,Algorithm,Lobster
-12.20,-11.09,Algorithm,Lobster
-2.30,-2.09,Algorithm,Lobster
48.30,43.91,Algorithm,Lobster
-6.00,-5.45,Algorithm,Lobster
55.50,50.45,Algorithm,Lobster
-4.90,-4.45,Algorithm,Lobster
32.80,29.82,Algorithm,Lobster
12.90,11.73,Algorithm,Lobster
26.10,23.73,Algorithm,Lobster
-0.30,-0.27,Algorithm,Lobster
60.90,55.36,Algorithm,Lobster
-15.70,-14.27,Algorithm,Lobster
-23.60,-21.65,Algorithm,Lobster
31.50,28.90,Algorithm,Lobster
30.70,28.17,Algorithm,Lobster
3.00,2.75,Algorithm,Lobster
1.10,1.01,Algorithm,Lobster
-20.20,-18.53,Algorithm,Lobster
20.90,19.17,Algorithm,Lobster
14.10,12.94,Algorithm,Lobster
31.70,29.08,Algorithm,Lobster
-15.10,-13.85,Algorithm,Lobster
35.90,32.94,Algorithm,Lobster
40.40,37.06,Algorithm,Lobster
22.80,20.92,Algorithm,Lobster
14.50,13.30,Algorithm,Lobster
18.00,16.51,Algorithm,Lobster
2.50,2.31,Algorithm,Lobster
34.00,31.48,Algorithm,Lobster
-1.50,-1.39,Algorithm,Lobster
48.10,44.54,Algorithm,Lobster
18.60,17.22,Algorithm,Lobster
26.60,24.63,Algorithm,Lobster
-4.70,-4.35,Algorithm,Lobster
33.10,30.65,Algorithm,Lobster
35.20,32.59,Algorithm,Lobster
-32.10,-29.72,Algorithm,Lobster
28.20,26.11,Algorithm,Lobster
26.50,24.54,Algorithm,Lobster
23.30,21.67,Algorithm,Lobster
-9.10,-8.50,Algorithm,Lobster
26.90,25.14,Algorithm,Lobster
10.00,9.35,Algorithm,Lobster
18.80,17.57,Algorithm,Lobster
39.80,37.20,Algorithm,Lobster
0.30,0.28,Algorithm,Lobster
6.60,6.17,Algorithm,Lobster
42.40,39.63,Algorithm,Lobster
1.60,1.50,Algorithm,Lobster
40.20,37.57,Algorithm,Lobster
35.90,33.87,Algorithm,Lobster
46.40,43.77,Algorithm,Lobster
8.20,7.74,Algorithm,Lobster
-6.00,-5.66,Algorithm,Lobster
32.80,30.94,Algorithm,Lobster
49.00,46.67,Algorithm,Lobster
24.40,23.24,Algorithm,Lobster
-6.70,-6.38,Algorithm,Lobster
18.70,17.81,Algorithm,Lobster
21.90,20.86,Algorithm,Lobster
0.10,0.10,Algorithm,Lobster
22.40,21.33,Algorithm,Lobster
0.80,0.76,Algorithm,Lobster
115.00,109.52,Algorithm,Lobster
21.40,20.38,Algorithm,Lobster
17.70,17.02,Algorithm,Lobster
-7.00,-6.73,Algorithm,Lobster
4.40,4.23,Algorithm,Lobster
35.70,34.33,Algorithm,Lobster
-3.70,-3.56,Algorithm,Lobster
51.60,49.62,Algorithm,Lobster
18.20,17.50,Algorithm,Lobster
45.20,43.46,Algorithm,Lobster
8.20,7.88,Algorithm,Lobster
16.50,15.87,Algorithm,Lobster
-4.20,-4.04,Algorithm,Lobster
19.50,18.75,Algorithm,Lobster
-17.50,-16.83,Algorithm,Lobster
4.70,4.56,Algorithm,Lobster
51.00,49.51,Algorithm,Lobster
12.80,12.43,Algorithm,Lobster
17.00,16.50,Algorithm,Lobster
34.60,33.59,Algorithm,Lobster
-60.10,-58.35,Algorithm,Lobster
-18.90,-18.35,Algorithm,Lobster
37.00,35.92,Algorithm,Lobster
-4.70,-4.56,Algorithm,Lobster
27.80,26.99,Algorithm,Lobster
29.10,28.25,Algorithm,Lobster
-3.60,-3.50,Algorithm,Lobster
-3.80,-3.69,Algorithm,Lobster
54.00,52.43,Algorithm,Lobster
14.00,13.59,Algorithm,Lobster
19.90,19.32,Algorithm,Lobster
2.80,2.72,Algorithm,Lobster
28.30,27.48,Algorithm,Lobster
10.10,9.81,Algorithm,Lobster
38.90,37.77,Algorithm,Lobster
-25.20,-24.71,Algorithm,Lobster
5.30,5.20,Algorithm,Lobster
16.80,16.47,Algorithm,Lobster
-0.30,-0.29,Algorithm,Lobster
-12.40,-12.16,Algorithm,Lobster
41.20,40.39,Algorithm,Lobster
0.60,0.59,Algorithm,Lobster
56.40,55.29,Algorithm,Lobster
26.90,26.37,Algorithm,Lobster
45.80,44.90,Algorithm,Lobster
57.80,56.67,Algorithm,Lobster
-2.60,-2.55,Algorithm,Lobster
-12.40,-12.16,Algorithm,Lobster
-0.50,-0.49,Algorithm,Lobster
-9.60,-9.41,Algorithm,Lobster
21.90,21.47,Algorithm,Lobster
-11.70,-11.47,Algorithm,Lobster
-5.00,-4.90,Algorithm,Lobster
63.10,62.48,Algorithm,Lobster
57.40,56.83,Algorithm,Lobster
3.80,3.76,Algorithm,Lobster
67.30,66.63,Algorithm,Lobster
53.20,52.67,Algorithm,Lobster
-0.80,-0.79,Algorithm,Lobster
48.20,47.72,Algorithm,Lobster
12.90,12.77,Algorithm,Lobster
35.10,34.75,Algorithm,Lobster
57.50,56.93,Algorithm,Lobster
-20.70,-20.50,Algorithm,Lobster
23.10,22.87,Algorithm,Lobster
12.40,12.28,Algorithm,Lobster
0.80,0.79,Algorithm,Lobster
68.80,68.12,Algorithm,Lobster
22.60,22.60,Algorithm,Lobster
1.10,1.10,Algorithm,Lobster
26.60,26.60,Algorithm,Lobster
-14.10,-14.10,Algorithm,Lobster
4.50,4.50,Algorithm,Lobster
13.20,13.20,Algorithm,Lobster
-4.50,-4.50,Algorithm,Lobster
22.70,22.70,Algorithm,Lobster
21.60,21.60,Algorithm,Lobster
42.40,42.40,Algorithm,Lobster
-27.90,-27.90,Algorithm,Lobster
-7.10,-7.10,Algorithm,Lobster
20.50,20.50,Algorithm,Lobster
23.10,23.10,Algorithm,Lobster
6.90,6.90,Algorithm,Lobster
32.10,32.10,Algorithm,Lobster
2.70,2.70,Algorithm,Lobster
75.60,75.60,Algorithm,Lobster
59.80,59.80,Algorithm,Lobster
-0.80,-0.80,Algorithm,Lobster
40.50,40.50,Algorithm,Lobster
16.40,16.57,Algorithm,Lobster
22.70,22.93,Algorithm,Lobster
25.60,25.86,Algorithm,Lobster
-14.00,-14.14,Algorithm,Lobster
14.00,14.14,Algorithm,Lobster
30.10,30.40,Algorithm,Lobster
-0.70,-0.71,Algorithm,Lobster
32.20,32.53,Algorithm,Lobster
25.10,25.35,Algorithm,Lobster
43.70,44.14,Algorithm,Lobster
6.70,6.77,Algorithm,Lobster
4.80,4.85,Algorithm,Lobster
53.90,54.44,Algorithm,Lobster
42.90,43.33,Algorithm,Lobster
14.20,14.49,Algorithm,Lobster
-11.40,-11.63,Algorithm,Lobster
12.30,12.55,Algorithm,Lobster
36.90,37.65,Algorithm,Lobster
25.70,26.22,Algorithm,Lobster
53.90,55.00,Algorithm,Lobster
-8.30,-8.47,Algorithm,Lobster
13.50,13.78,Algorithm,Lobster
-1.90,-1.94,Algorithm,Lobster
16.00,16.33,Algorithm,Lobster
63.20,64.49,Algorithm,Lobster
28.00,28.57,Algorithm,Lobster
31.90,32.55,Algorithm,Lobster
49.70,50.71,Algorithm,Lobster
8.20,8.37,Algorithm,Lobster
-16.00,-16.49,Algorithm,Lobster
17.50,18.04,Algorithm,Lobster
18.60,19.18,Algorithm,Lobster
35.20,36.29,Algorithm,Lobster
-5.90,-6.08,Algorithm,Lobster
-3.10,-3.20,Algorithm,Lobster
36.60,37.73,Algorithm,Lobster
-55.30,-57.01,Algorithm,Lobster
29.90,30.82,Algorithm,Lobster
14.50,14.95,Algorithm,Lobster
26.10,26.91,Algorithm,Lobster
33.10,34.12,Algorithm,Lobster
-72.40,-74.64,Algorithm,Lobster
39.20,40.41,Algorithm,Lobster
15.70,16.19,Algorithm,Lobster
-19.50,-20.31,Algorithm,Lobster
15.20,15.83,Algorithm,Lobster
19.60,20.42,Algorithm,Lobster
12.80,13.33,Algorithm,Lobster
31.70,33.02,Algorithm,Lobster
-2.00,-2.08,Algorithm,Lobster
-24.10,-25.10,Algorithm,Lobster
36.10,37.60,Algorithm,Lobster
2.30,2.40,Algorithm,Lobster
2.30,2.40,Algorithm,Lobster
19.40,20.21,Algorithm,Lobster
24.60,25.63,Algorithm,Lobster
3.20,3.33,Algorithm,Lobster
-0.90,-0.94,Algorithm,Lobster
21.40,22.29,Algorithm,Lobster
42.50,44.27,Algorithm,Lobster
9.60,10.00,Algorithm,Lobster
44.00,45.83,Algorithm,Lobster
25.60,26.67,Algorithm,Lobster
14.90,15.52,Algorithm,Lobster
32.90,34.27,Algorithm,Lobster
-3.60,-3.75,Algorithm,Lobster
29.70,31.26,Algorithm,Lobster
39.50,41.58,Algorithm,Lobster
39.90,42.00,Algorithm,Lobster
7.00,7.37,Algorithm,Lobster
-7.00,-7.37,Algorithm,Lobster
18.00,18.95,Algorithm,Lobster
3.30,3.47,Algorithm,Lobster
15.90,16.74,Algorithm,Lobster
12.80,13.47,Algorithm,Lobster
8.70,9.16,Algorithm,Lobster
13.80,14.53,Algorithm,Lobster
41.10,43.26,Algorithm,Lobster
37.50,39.47,Algorithm,Lobster
29.90,31.47,Algorithm,Lobster
89.40,94.11,Algorithm,Lobster
-2.90,-3.05,Algorithm,Lobster
11.30,11.89,Algorithm,Lobster
49.00,51.58,Algorithm,Lobster
51.90,54.63,Algorithm,Lobster
22.80,24.00,Algorithm,Lobster
-11.80,-12.42,Algorithm,Lobster
-6.50,-6.84,Algorithm,Lobster
-22.60,-24.04,Algorithm,Lobster
1.80,1.91,Algorithm,Lobster
38.40,40.85,Algorithm,Lobster
29.70,31.60,Algorithm,Lobster
8.80,9.36,Algorithm,Lobster
12.50,13.30,Algorithm,Lobster
18.00,19.15,Algorithm,Lobster
0.30,0.32,Algorithm,Lobster
3.30,3.51,Algorithm,Lobster
28.70,30.53,Algorithm,Lobster
12.00,12.77,Algorithm,Lobster
25.40,27.02,Algorithm,Lobster
32.90,35.00,Algorithm,Lobster
16.90,17.98,Algorithm,Lobster
15.50,16.49,Algorithm,Lobster
24.40,25.96,Algorithm,Lobster
20.90,22.23,Algorithm,Lobster
14.40,15.32,Algorithm,Lobster
1.00,1.06,Algorithm,Lobster
18.00,19.25,Algorithm,Lobster
-22.80,-24.52,Algorithm,Lobster
31.60,33.98,Algorithm,Lobster
-1.90,-2.04,Algorithm,Lobster
10.70,11.51,Algorithm,Lobster
27.60,29.68,Algorithm,Lobster
28.60,30.75,Algorithm,Lobster
-4.20,-4.52,Algorithm,Lobster
18.00,19.35,Algorithm,Lobster
-7.40,-7.96,Algorithm,Lobster
31.60,33.98,Algorithm,Lobster
7.60,8.17,Algorithm,Lobster
86.40,92.90,Algorithm,Lobster
19.20,20.65,Algorithm,Lobster
33.80,36.34,Algorithm,Lobster
27.40,29.46,Algorithm,Lobster
8.20,8.82,Algorithm,Lobster
11.20,12.04,Algorithm,Lobster
18.00,19.35,Algorithm,Lobster
32.80,35.27,Algorithm,Lobster
56.60,60.86,Algorithm,Lobster
38.70,41.61,Algorithm,Lobster
44.60,47.96,Algorithm,Lobster
38.70,41.61,Algorithm,Lobster
57.50,61.83,Algorithm,Lobster
8.10,8.71,Algorithm,Lobster
5.30,5.70,Algorithm,Lobster
21.80,23.44,Algorithm,Lobster
8.10,8.71,Algorithm,Lobster
5.40,5.87,Algorithm,Lobster
43.70,47.50,Algorithm,Lobster
28.50,30.98,Algorithm,Lobster
36.80,40.00,Algorithm,Lobster
19.00,20.65,Algorithm,Lobster
31.70,34.46,Algorithm,Lobster
-1.70,-1.85,Algorithm,Lobster
9.50,10.33,Algorithm,Lobster
51.40,55.87,Algorithm,Lobster
-13.30,-14.46,Algorithm,Lobster
27.40,29.78,Algorithm,Lobster
-10.80,-11.74,Algorithm,Lobster
26.30,28.59,Algorithm,Lobster
42.60,46.30,Algorithm,Lobster
70.90,77.07,Algorithm,Lobster
12.70,13.80,Algorithm,Lobster
23.30,25.33,Algorithm,Lobster
31.70,34.84,Algorithm,Lobster
-15.00,-16.48,Algorithm,Lobster
9.20,10.11,Algorithm,Lobster
47.00,51.65,Algorithm,Lobster
17.40,19.12,Algorithm,Lobster
28.30,31.10,Algorithm,Lobster
31.70,34.84,Algorithm,Lobster
23.50,25.82,Algorithm,Lobster
14.10,15.49,Algorithm,Lobster
-0.70,-0.77,Algorithm,Lobster
20.50,22.53,Algorithm,Lobster
8.70,9.56,Algorithm,Lobster
13.70,15.05,Algorithm,Lobster
-2.80,-3.08,Algorithm,Lobster
43.70,48.02,Algorithm,Lobster
25.40,27.91,Algorithm,Lobster
29.50,32.42,Algorithm,Lobster
24.40,26.81,Algorithm,Lobster
13.90,15.27,Algorithm,Lobster
16.60,18.24,Algorithm,Lobster
27.50,30.22,Algorithm,Lobster
33.80,37.14,Algorithm,Lobster
9.50,10.44,Algorithm,Lobster
-3.80,-4.22,Algorithm,Lobster
22.70,25.22,Algorithm,Lobster
8.00,8.89,Algorithm,Lobster
6.60,7.33,Algorithm,Lobster
-0.40,-0.44,Algorithm,Lobster
32.70,36.33,Algorithm,Lobster
14.50,16.11,Algorithm,Lobster
11.20,12.44,Algorithm,Lobster
13.70,15.22,Algorithm,Lobster
-2.00,-2.22,Algorithm,Lobster
11.20,12.44,Algorithm,Lobster
1.80,2.00,Algorithm,Lobster
17.80,19.78,Algorithm,Lobster
25.80,28.67,Algorithm,Lobster
12.20,13.56,Algorithm,Lobster
18.00,20.00,Algorithm,Lobster
-0.30,-0.33,Algorithm,Lobster
0.90,1.00,Algorithm,Lobster
29.50,32.78,Algorithm,Lobster
20.90,23.22,Algorithm,Lobster
15.90,17.67,Algorithm,Lobster
21.30,23.93,Algorithm,Lobster
31.60,35.51,Algorithm,Lobster
2.50,2.81,Algorithm,Lobster
30.50,34.27,Algorithm,Lobster
18.80,21.12,Algorithm,Lobster
1.30,1.46,Algorithm,Lobster
42.30,47.53,Algorithm,Lobster
15.20,17.08,Algorithm,Lobster
14.70,16.52,Algorithm,Lobster
13.40,15.06,Algorithm,Lobster
2.90,3.26,Algorithm,Lobster
0.60,0.67,Algorithm,Lobster
35.70,40.11,Algorithm,Lobster
2.50,2.81,Algorithm,Lobster
63.20,71.01,Algorithm,Lobster
2.90,3.26,Algorithm,Lobster
32.70,36.74,Algorithm,Lobster
20.70,23.26,Algorithm,Lobster
6.90,7.75,Algorithm,Lobster
3.80,4.27,Algorithm,Lobster
49.30,55.39,Algorithm,Lobster
-3.60,-4.09,Algorithm,Lobster
5.90,6.70,Algorithm,Lobster
3.10,3.52,Algorithm,Lobster
14.00,15.91,Algorithm,Lobster
21.10,23.98,Algorithm,Lobster
14.40,16.36,Algorithm,Lobster
5.50,6.25,Algorithm,Lobster
3.90,4.43,Algorithm,Lobster
41.20,46.82,Algorithm,Lobster
0.70,0.80,Algorithm,Lobster
51.70,58.75,Algorithm,Lobster
40.10,45.57,Algorithm,Lobster
29.40,33.41,Algorithm,Lobster
8.80,10.00,Algorithm,Lobster
26.40,30.00,Algorithm,Lobster
32.00,36.36,Algorithm,Lobster
51.40,58.41,Algorithm,Lobster
3.50,3.98,Algorithm,Lobster
40.80,46.36,Algorithm,Lobster
16.20,18.41,Algorithm,Lobster
41.90,47.61,Algorithm,Lobster
3.80,4.32,Algorithm,Lobster
-22.90,-26.02,Algorithm,Lobster
34.20,38.86,Algorithm,Lobster
41.70,47.39,Algorithm,Lobster
53.10,60.34,Algorithm,Lobster
13.10,14.89,Algorithm,Lobster
-9.80,-11.26,Algorithm,Lobster
6.80,7.82,Algorithm,Lobster
23.90,27.47,Algorithm,Lobster
2.40,2.76,Algorithm,Lobster
-10.00,-11.49,Algorithm,Lobster
10.40,11.95,Algorithm,Lobster
4.90,5.63,Algorithm,Lobster
6.90,7.93,Algorithm,Lobster
4.10,4.71,Algorithm,Lobster
-2.20,-2.53,Algorithm,Lobster
24.50,28.16,Algorithm,Lobster
37.70,43.33,Algorithm,Lobster
-3.90,-4.48,Algorithm,Lobster
2.50,2.87,Algorithm,Lobster
-3.50,-4.02,Algorithm,Lobster
6.50,7.47,Algorithm,Lobster
-18.60,-21.38,Algorithm,Lobster
4.80,5.52,Algorithm,Lobster
1.90,2.18,Algorithm,Lobster
76.40,87.82,Algorithm,Lobster
-1.10,-1.26,Algorithm,Lobster
21.50,24.71,Algorithm,Lobster
-8.00,-9.20,Algorithm,Lobster
51.10,58.74,Algorithm,Lobster
39.90,45.86,Algorithm,Lobster
52.70,60.57,Algorithm,Lobster
20.80,23.91,Algorithm,Lobster
4.10,4.71,Algorithm,Lobster
1.50,1.72,Algorithm,Lobster
-3.80,-4.37,Algorithm,Lobster
44.70,51.38,Algorithm,Lobster
30.10,34.60,Algorithm,Lobster
0.40,0.46,Algorithm,Lobster
36.70,42.18,Algorithm,Lobster
22.10,25.40,Algorithm,Lobster
18.40,21.15,Algorithm,Lobster
-3.20,-3.72,Algorithm,Lobster
-4.40,-5.12,Algorithm,Lobster
34.50,40.12,Algorithm,Lobster
24.90,28.95,Algorithm,Lobster
31.50,36.63,Algorithm,Lobster
39.80,46.28,Algorithm,Lobster
15.10,17.56,Algorithm,Lobster
-1.90,-2.21,Algorithm,Lobster
0.50,0.58,Algorithm,Lobster
0.50,0.58,Algorithm,Lobster
9.10,10.58,Algorithm,Lobster
25.00,29.07,Algorithm,Lobster
-8.80,-10.23,Algorithm,Lobster
31.40,36.51,Algorithm,Lobster
34.50,40.12,Algorithm,Lobster
5.90,6.86,Algorithm,Lobster
18.70,21.74,Algorithm,Lobster
15.90,18.49,Algorithm,Lobster
25.50,29.65,Algorithm,Lobster
31.40,36.51,Algorithm,Lobster
-2.90,-3.37,Algorithm,Lobster
44.60,51.86,Algorithm,Lobster
12.90,15.00,Algorithm,Lobster
19.50,22.67,Algorithm,Lobster
32.10,37.33,Algorithm,Lobster
11.00,12.79,Algorithm,Lobster
16.30,18.95,Algorithm,Lobster
13.20,15.35,Algorithm,Lobster
126.40,146.98,Algorithm,Lobster
34.00,39.53,Algorithm,Lobster
52.80,61.40,Algorithm,Lobster
-24.80,-29.18,Algorithm,Lobster
-5.10,-6.00,Algorithm,Lobster
-13.60,-16.00,Algorithm,Lobster
24.10,28.35,Algorithm,Lobster
41.90,49.29,Algorithm,Lobster
21.40,25.18,Algorithm,Lobster
20.10,23.65,Algorithm,Lobster
35.50,41.76,Algorithm,Lobster
6.90,8.12,Algorithm,Lobster
21.90,25.76,Algorithm,Lobster
96.00,112.94,Algorithm,Lobster
21.40,25.18,Algorithm,Lobster
27.70,32.59,Algorithm,Lobster
49.00,57.65,Algorithm,Lobster
22.10,26.00,Algorithm,Lobster
20.30,23.88,Algorithm,Lobster
69.60,81.88,Algorithm,Lobster
18.80,22.12,Algorithm,Lobster
21.90,25.76,Algorithm,Lobster
102.70,120.82,Algorithm,Lobster
27.70,32.59,Algorithm,Lobster
19.60,23.06,Algorithm,Lobster
5.30,6.24,Algorithm,Lobster
-1.10,-1.29,Algorithm,Lobster
42.30,49.76,Algorithm,Lobster
3.70,4.35,Algorithm,Lobster
24.80,29.18,Algorithm,Lobster
1.20,1.41,Algorithm,Lobster
10.00,11.76,Algorithm,Lobster
15.50,18.24,Algorithm,Lobster
52.50,61.76,Algorithm,Lobster
-19.60,-23.33,Algorithm,Lobster
0.30,0.36,Algorithm,Lobster
23.10,27.50,Algorithm,Lobster
-5.50,-6.55,Algorithm,Lobster
-16.70,-19.88,Algorithm,Lobster
8.70,10.36,Algorithm,Lobster
11.90,14.17,Algorithm,Lobster
68.40,81.43,Algorithm,Lobster
41.80,49.76,Algorithm,Lobster
11.80,14.05,Algorithm,Lobster
4.70,5.60,Algorithm,Lobster
21.60,25.71,Algorithm,Lobster
33.40,39.76,Algorithm,Lobster
11.10,13.21,Algorithm,Lobster
36.60,43.57,Algorithm,Lobster
36.50,43.45,Algorithm,Lobster
21.60,25.71,Algorithm,Lobster
-1.60,-1.90,Algorithm,Lobster
4.70,5.60,Algorithm,Lobster
19.70,23.45,Algorithm,Lobster
39.70,47.26,Algorithm,Lobster
36.50,43.45,Algorithm,Lobster
54.60,65.00,Algorithm,Lobster
24.00,28.57,Algorithm,Lobster
16.50,19.64,Algorithm,Lobster
5.40,6.43,Algorithm,Lobster
60.40,71.90,Algorithm,Lobster
65.20,77.62,Algorithm,Lobster
5.00,6.02,Algorithm,Lobster
14.20,17.11,Algorithm,Lobster
18.10,21.81,Algorithm,Lobster
-1.00,-1.20,Algorithm,Lobster
9.70,11.69,Algorithm,Lobster
14.40,17.35,Algorithm,Lobster
10.80,13.01,Algorithm,Lobster
35.40,42.65,Algorithm,Lobster
12.10,14.58,Algorithm,Lobster
28.80,34.70,Algorithm,Lobster
42.80,51.57,Algorithm,Lobster
32.40,39.04,Algorithm,Lobster
32.20,38.80,Algorithm,Lobster
15.90,19.16,Algorithm,Lobster
9.70,11.69,Algorithm,Lobster
44.30,53.37,Algorithm,Lobster
38.80,46.75,Algorithm,Lobster
7.30,8.80,Algorithm,Lobster
51.70,62.29,Algorithm,Lobster
-0.50,-0.60,Algorithm,Lobster
16.30,19.88,Algorithm,Lobster
-2.80,-3.41,Algorithm,Lobster
30.00,36.59,Algorithm,Lobster
31.20,38.05,Algorithm,Lobster
-7.30,-8.90,Algorithm,Lobster
2.50,1.68,Adjusted,Lobster
16.40,11.08,Adjusted,Lobster
-3.30,-2.29,Adjusted,Lobster
9.80,6.95,Adjusted,Lobster
12.60,8.94,Adjusted,Lobster
-1.30,-0.93,Adjusted,Lobster
6.30,4.53,Adjusted,Lobster
26.30,18.92,Adjusted,Lobster
-4.90,-3.55,Adjusted,Lobster
21.70,15.72,Adjusted,Lobster
-5.00,-3.65,Adjusted,Lobster
-0.30,-0.22,Adjusted,Lobster
23.70,17.30,Adjusted,Lobster
-1.20,-0.88,Adjusted,Lobster
-3.40,-2.52,Adjusted,Lobster
-2.60,-1.93,Adjusted,Lobster
27.30,20.22,Adjusted,Lobster
23.50,17.54,Adjusted,Lobster
-7.50,-5.64,Adjusted,Lobster
-5.40,-4.06,Adjusted,Lobster
8.60,6.49,Adjusted,Lobster
-12.90,-9.77,Adjusted,Lobster
-2.50,-1.89,Adjusted,Lobster
2.20,1.67,Adjusted,Lobster
10.20,7.73,Adjusted,Lobster
8.20,6.26,Adjusted,Lobster
8.90,6.79,Adjusted,Lobster
9.00,6.87,Adjusted,Lobster
9.90,7.56,Adjusted,Lobster
-9.60,-7.38,Adjusted,Lobster
-6.70,-5.15,Adjusted,Lobster
-5.60,-4.31,Adjusted,Lobster
-2.20,-1.69,Adjusted,Lobster
0.20,0.15,Adjusted,Lobster
7.40,5.69,Adjusted,Lobster
11.70,9.00,Adjusted,Lobster
15.70,12.08,Adjusted,Lobster
-10.50,-8.14,Adjusted,Lobster
-4.90,-3.80,Adjusted,Lobster
-4.30,-3.33,Adjusted,Lobster
6.20,4.81,Adjusted,Lobster
15.80,12.25,Adjusted,Lobster
0.00,0.00,Adjusted,Lobster
1.80,1.41,Adjusted,Lobster
6.20,4.84,Adjusted,Lobster
8.60,6.72,Adjusted,Lobster
8.60,6.72,Adjusted,Lobster
11.70,9.14,Adjusted,Lobster
11.80,9.22,Adjusted,Lobster
15.90,12.42,Adjusted,Lobster
18.60,14.53,Adjusted,Lobster
-0.60,-0.47,Adjusted,Lobster
-0.30,-0.24,Adjusted,Lobster
5.50,4.33,Adjusted,Lobster
5.90,4.65,Adjusted,Lobster
7.10,5.59,Adjusted,Lobster
10.30,8.11,Adjusted,Lobster
13.30,10.47,Adjusted,Lobster
16.10,12.68,Adjusted,Lobster
8.10,6.43,Adjusted,Lobster
17.20,13.65,Adjusted,Lobster
-0.20,-0.16,Adjusted,Lobster
5.40,4.32,Adjusted,Lobster
